선불식할부거래사업자정보																																					
																																					
회사정보													판매품목(현재 시판중인 주요 3개 품목)						재무현황												선수금현황						
상호	대표자성명	선불식할부거래업등록번호	선불식할부거래할부거래등록일	법인등록번호	사업자등록번호	법인 소재지	영업소 소재지	전화번호	전자우편주소	영업상태	영업개시일	등록취소 및 폐업일자	상품명1	가격 및 지급방법1	상품명2	가격 및 지급방법2	상품명3	가격 및 지급방법3	자산(원)			부채(원)			자본총계	자본금	지급여력비율(%)		부채비율(%)		총선수금(원)	보전비율(%)	선수금보전 계약				
[폐업]대구연합상조㈜	공 *  * 	대구-2011-제22호	20110310	1701110296691	503-81-69870	대구시 서구 통학로 161	상 동	053-555-1024	ils*******@naver.com	폐업	20061122	20190115	충절	180만원(30,000x60회)  수의(명주, 국내산), 관(오동, 중국산)	효도	240만원(40,000x60회) 수의(홀치기, 국내산), 관(적송, 중국산)	충효	300만원(50,000x60회) 수의(대마, 국내산), 관(향, 칠레산)	89,298,382	239,957,021	329,255,403	1,126,305	78,730,000	79,856,305	249,399,098	301,000,000	417	100	24	100	34,000,000	50	국민은행	예치계약	17,000,000	국민은행(대신동지점)	053-252-8083
[폐업](주)센텀종합상조	정 *  * 	경남2011-제14호	20110222	1955110112121	615-81-66628	경상남도 김해시 부계리155-12	상동	1577-4456	cen*****@hanmail.net	폐업	20090101	20150827	일반장례	396만원(30,000×132) 수의(대마,국내산) 관(오동나무,중국) 리무진,장의버스(화장장까지)	일반장례	528만원(40,000×132) 수의(대마,국내산) 관(솔송나무,미국) 리무진,장의버스(화장장까지)	VIP장례	600만원(50,000×120) 수의(대마,국내산) 관(솔송나무,미국) 리무진,장의버스(화장장까지)	263,495,495	261,526,641	525,022,136	901,183,988	0	901,183,988	-376,161,852	300,000,000	100	100	172	100	859,105,000	50	한국상조공제조합	공제계약	429,552,500		
(주)제이케이	채 *  *  *  *  *  *  * 	광주-2010-제2호	20101006	2001110218599	410-81-99989	광주광역시 광산구 무진대로 266	광주광역시 광산구 무진대로 266	1599-4484	suj*****@naver.com	정상영업	20051212		VIP-750	750만원(2만5천원*150회*2회) 수의(나주포 대마 황금수의), 관(고급 오동나무관), 리무진/장의차량 200km 무료 등	프리미엄420	420만원(3만5천원*120회) 수의(나주포황금수의), 관(고급 오동나무관), 리무진(1차장지기준)/장의차량 200km 무료 등	알뜰형290	290만원(2만9천원*100회) 수의(황금승화수의), 관(오동나무관), 리무진 편도 200km 제공 등	14,339,453,579	88,601,542,166	102,940,995,745	1,651,808,050	79,275,985,400	80,927,793,450	22,013,202,295	1,500,000,000	128	100	79	100	74,255,840,960	50	한국상조공제조합	공제계약	37,127,920,480	한국상조공제조합	1688-0972
[등록취소](주)에이스라이프[구.에이스상조(주)]	정 *  * 	서울-2010-제23호	20101011	1101113558024	215-86-91728	서울특별시 금천구 가산디지털1로 212	서울특별시 금천구 가산디지털1로 212	1566-5353	mas***@acesangjo.com	등록취소	20061116		개인형280만원	280만원(월28,000원*100회), 대마100%수의, 장의차량왕복200km, 오동나무규격관, 도우미2명 등	개인형396만원	396만원(월33,000원*120회), 대마100%수의, 장의차량왕복200km, 오동나무규격관, 도우미4명 등	개인형540만원	540만원(월45,000원*120회), 대마100%수의, 장의차량왕복300km, 오동나무규격관, 도우미6명 등	5,403,056,944	6,639,560,806	12,042,617,750	105,940,484	21,951,234,407	22,057,138,891	-10,014,521,141	1,837,500,000	54	100	183	100	21,802,510,545	50	한국상조공제조합	공제계약	10,901,252,272		
[등록취소]한빛상조(주)	강 *  * 	경남-2010-제02호	20101008	1942110054297	609-81-52925	경남 창원시 마산회원구 3, 15대로 679-1 4층	상동	1688-4407	fam******@naver.com	등록취소	20020402		300만	300만원(3만원X100회) 수의(대마,수입산) 관(오동나무,중국산) 리무진(50만원지원)	400만	400만원(4만원X100회) 수의(대마,수입산) 관(오동나무,중국산) 리무진(50만원지원)	500만	500만원(5만원X100회) 수의(대마,국내산) 관(향나무,중국산) 리무진(80만원지원)	312,713,290	247,520,708	560,233,998	510,212,737	977,948,584	1,488,161,321	-927,927,323	300,000,000	18	100	266	100	1,725,080,000	40	한국상조공제조합	공제계약	690,032,000		
[폐업](주)더플러스365	곽 *  * 	서울-2010-제34호	20101020	1101113888166	101-86-39554	서울 중구 세종대로20길 15, 7층 (태평로1가)	경남 마산시 양덕2동	1577-5590	the*******@naver.com	폐업		20130428	장의상품	420만원 고인용품, 의전용품 외 행사도우미 등 행사진행	장의상품	360만원 고인용품, 의전용품 외 행사도우미 등 행사진행	장의상품	300만원 고인용품, 의전용품 외 행사도우미 등 행사진행	441,471,016	216,117,620	657,588,636	1,173,983,377	0	1,173,983,377	-516,394,741	300,000,000		100	179	100	2,270,000,000	30	신한은행	예치계약	681,000,000		
(주)바라밀굿라이프[구.비손라이프(주)]	박 *  *  *  *  *  *  * 	경남-2011-19호	20110317	1942110075615	609-81-69784	경상남도 창원시 의창구 용지로 151	경상남도 창원시 의창구 용지로 151	1644-0108	gyo******@hanmail.net	정상영업	20051004		원왕생 1	390만원(30,000원*130회) 수의(대마, 중국산, 국내제조), 관(오동나무), 차량 1대	원왕생 2	600만원(50,000원*120회) 수의(대마, 중국산, 국내제조), 관(향나무), 차량 2대			1,270,065,155	38,075,743	1,308,140,898	611,680,841	33,750,000	645,430,841	662,710,057	1,500,000,000	212	100	49	100	316,966,000	50	우리은행	예치계약	158,483,000	우리은행(창원지점)	055-267-4100
[등록취소](주)예조	정 *  * 	경남 2010- 제11호	20101215	1911110044954	613-81-51624	경상남도 창원시 마산회원구 3·15대로 679-1	경상남도 창원시 마산회원구 3·15대로 679-1	1688-8885	fam******@naver.com	등록취소	20090318		예조240	240만(40,000x60회/20,000x120회) 수의(저마, 중국산), 관(오동나무, 중국산)	예조 360	360만(60,000x60회/30,000x120회) 수의(저마, 중국산), 관(오동나무, 중국산), 리무진(왕복 100km이내 무료제공)	예조 480	480만(80,000x60회/40,000x120회) 수의(대마, 중국산), 관(오동나무, 중국산), 리무진(왕복 200km이내 무료제공)	1,888,487,161	437,799,510	2,326,286,671	3,455,503,682	0	3,455,503,682	-1,129,217,011	300,000,000	61	100	149	100	2,912,590,000	22	신한은행	예치계약	642,027,460	신한은행(마산금융센터지점)	055-242-0432
[폐업]㈜씨에스알어소시에츠	최 *  * 	충북-2011-제3호	20110301	1501110145339	301-86-10652	충청북도 청주시 서원구 청남로 1910	상동	043-298-9200	ne3*****@hanmail.net	폐업	20110301	20170804	180만원상조	180만원(3만원x60회), 수의(저마, 중국산), 관(오동, 중국산), 리무진, 버스(청주내 제공) 등					671,072,892	107,216,041	778,288,933	375,485,923	0	375,485,923	402,803,010	300,000,000	220	100	48	100	334,961,000	56	신한은행	예치계약	188,128,040	신한은행(분평동지점)	043-291-2191
[폐업]삼성복지상조(주)	김 *  * 	부산-2010-04호	20101018	1601110186828	314-81-72979	부산시 연제구 거제1동 1-73번지 중앙빌딩3층	대전시 서구 탄방동 81-10번지 정일빌딩 10층 외	051-868-7678	web******@samsunghelp.com	폐업	20050310	20140916	264만원	264만원(2만원*132회)수의(면,중국),관(오동,중국),버스 10만원 지원금	396만원	396만원(3만원*132회)수의(저마,중국),관(오동,중국),리무진,버스 왕복300km무료	660만원	660만원(5만원*132회)수의(대마,중국),관(솔송,미국),리무진.버스전국무료	2,057,586,869	8,299,792,287	10,357,379,156	20,825,913,702	26,797,841,118	28,880,754,820	-18,523,375,664	300,000,000	30	100	279	100	26,531,135,000	50	한국상조공제조합	공제계약	13,265,567,500	한국상조공제조합	1688-0972
[폐업](주)글로벌상조	김 *  * 	대구-2011-제13호	20110107	1701110237116	502-81-67812	대구광역시 동구 동부로26길 70	상 동	1661-4221	sd5*****@nate.com	폐업	20021127	20170829	58상품	360만원(3만원*120회) 수의(대마,중국산), 관(오동나무,중국산), 의전용품, 행사진행, 리무진(왕복200km이내 무료제공 등)	68상품	480만원(4만원*120회) 수의(대마,중국산), 관(오동나무,중국산), 의전용품, 행사진행, 리무진(왕복400km이내 무료제공 등)	78상품	600만원(5만원*120회) 수의(대마,중국산), 관(오동나무,중국산), 의전용품, 행사진행, 리무진(전국 무료제공 등)	228,374,328	653,828,898	882,203,226	2,432,109,440	68,197,500	2,500,306,940	-1,618,103,714	300,000,000	30	100	283	100	2,319,255,000	50	상조보증공제조합	공제계약	1,159,627,500	상조보증공제조합	1600-1226
한라상조(주)	문 *  * 	경기-2018-제2호	20101207	2301110097707	610-81-67883	경기도 용인시 기흥구 흥덕1로 13	경기도 용인시 기흥구 흥덕1로 13	1588-4331	han******@hanmail.net	정상영업	20030815		한라413	413만원(월29,500원*140회), 관(오동나무,중국산), 수의(혼용, 중국산), 리무진 & 장의버스(왕복200km) 등	한라450	450만원(월30,000원*150회), 관(오동나무,중국산), 수의(대마, 중국산), 리무진 & 장의버스(왕복300km) 등	한라546	546만원(월39,000원*140회), 관(오동나무,중국산), 수의(대마, 중국산), 리무진 & 장의버스(전국무료) 등	23,063,244,406	35,027,023,304	58,090,267,710	9,627,654,838	55,405,172,846	65,032,827,684	-6,942,559,974	1,500,000,000	85	100	112	100	53,891,323,855	50	한국상조공제조합	공제계약	26,945,661,927	한국상조공제조합	1688-0972
[등록취소]한국사회복지상조(주)	장 *  * 	서울-2010-제59호	20101207	1101113080861	107-86-55116	서울 마포구 염리동	서울 마포구 염리동	1688-6843	hap******@naver.com	등록취소			무병장수	396만원(33,000원*120회)					0	0	0	0	0	0	0	300,000,000		100		100	14,223,000	50	국민은행	예치계약	7,111,500		
[등록취소]이편한통합라이프㈜	김 *  * 	서울-2010-제10호	20101001	1101113875204	215-87-13812	서울특별시 양천구 중앙로 230	부산광역시 연제구 월드컵대로165번길 5	1588-3128	psw****@naver.com	등록취소	20080407		이스타한송이	264만원(22,000*120회), 수의(저마, 국내산), 관(오동나무, 중국), 버스(관내지원)	이스타두송이	390만원(30,000*130회), 수의(대마, 중국), 관(오동나무, 중국), 버스 및 리무진(왕복 300km)	이스타세송이	480만원(40,000*120회), 수의(대마, 중국), 관(오동나무, 중국), 버스(왕복 500km)	877,963,892	932,705,378	1,810,669,270	2,354,658,061	0	2,354,658,061	-543,988,791	0	35	100	130	100	921,361,000	54	우리은행	예치계약	493,219,500		
[등록취소](주)이좋은상조	서 *  * 	충남-제3호	20130718	1801110609975	607-81-82821	충남 천안시 동남구 터미널 3길 37, 은온빌딩 4층	상동	1800-5399	ejo******@naver.com	등록취소	20071024		패밀리	300(3만원*100회) 수의(대마,국내산) 관(오동나무,중국산) 리무진(100km이내 무료제공) 등	안심3호	360(2만원*120회) 수의(대마,국내산) 관(오동나무,중국산) 리무진(300km이내 무료제공) 등	안심4호	480(4만원*120회) 수의(대마,국내산) 관(향나무,중국산) 리무진(무료제공) 등	178,012,346	219,226,985	397,239,331	1,077,559,960	0	1,077,559,960	-680,320,629	300,000,000	44	100	271	100	1,183,909,000	50	한국상조공제조합	공제계약	591,954,500	한국상조공제조합	1688-0972
세종라이프(주)(구. 세종라이프상조(주))	이 *  * 	대전-2016-제26호	20101022	1101113335472	206-86-03026	대전광역시 서구 둔산중로32번길 25	대전광역시 서구 둔산중로32번길 25	1588-7969	has****@hanmail.net	정상영업	20051104		세종300만원	300만원(20,000원*150회), 수의(저마-중국산), 관(오동나무-중국산), 운구차 or 리무진(택일, 왕복 200km이내) 등	세종450만원	450만원(15,000원*300회), 수의(대마-중국산), 관(오동나무-중국산), 운구차, 리무진(화장시 화장장까지) 등	세종450만원	450만원(30,000원*150회), 수의(대마-중국산), 관(오동나무-중국산), 운구차, 리무진(화장시 화장장까지) 등	90,895,776	5,920,564,255	6,011,460,031	1,272,213,512	12,255,124,526	13,527,338,038	-7,515,878,007	1,800,000,000	38	100	225	100	11,890,105,096	50	한국상조공제조합	공제계약	5,945,052,548	한국상조공제조합	1688-0972
[폐업](주)명심상조	조 *  * 	부산-2011-22호	20110302	1801110485482	605-81-66238	부산시 부산진구 황령대로 8번길 54(범천동)	부산시 부산진구 황령대로 8번길 54(범천동)	051-634-3580	kim******@yahoo.co.kr	폐업		20130428	240만원	240만원 (20,000 X 120회)  수의(삼베), 관(오동) 등	360만원	360만원 (30,000 X 120회)  수의(삼베), 관(오동), 장의버스 및 리무진(택1 관내무료) 등	480만원	480만원 (40,000 X 120회)  수의(삼베), 관(오동), 장의버스 및 리무진(왕복200km 무료) 등	440,444,885	105,801,667	546,246,552	1,072,454,810	0	1,072,454,810	-526,208,258	300,000,000		100	196	100	1,054,990,000	30	신한은행	예치계약	316,497,000		
[폐업](주)영남글로벌[구,㈜영남상조]	김 *  * 	대구-2010-제4호	20101017	1701110131756	514-81-29674	대구광역시 달서구 월배로 465	상 동	1588-4425	jin*****@hanmail.net	폐업	19980302	20230728	일반	240만원(20,000*120회) 수의(명주 또는 삼베, 중국산), 관(오동나무.중국산), 리무진(20만원지원)	고급	360만원(20,000*180회) 수의(명주특삼 또는 고급저마, 중국산), 관(오동나무, 중국산), 리무진(왕복200km무료)	최고급	600만원(20,000*200회) 수의(명주본견홀치기 또는 고급대마, 중국산), 관(오동나무통판, 중국산), 리무진(왕복600km무료)	959,394,964	3,213,727,997	4,173,122,961	75,580,352	2,191,106,000	2,266,686,352	1,906,436,609	1,500,000,000	187	100	54	100	2,261,988,000	50	상조보증공제조합	공제계약	1,130,994,000		
[등록취소]행운라이프(주)[구, 삼성종합라이프(주),삼성종합상조(주)]	김 *  * 	경남2010-제10호	20101214	1942110074881	609-81-69334	경상남도 창원시 의창구 도계로4번길 8	상동	1588-5759	kmc***@hanmail.net	등록취소	20050825								3,977,816,229	1,152,283,058	5,130,099,287	6,888,177,794	5,000,000	6,893,177,794	-1,763,078,507	300,000,000	70	100	134	100	6,097,956,000	50	한국상조공제조합	공제계약	3,048,978,000	한국상조공제조합	1688-0972
[폐업](주)대명상조	송 *  * 	경북-2010-제3호	20110113	1717110075042	506-81-62139	경상북도 포항시 북구 소티재로 69-10	상 동	1588-5102	twt****@nate.com	폐업	20070920	20180407	240만원 상품	240만원(3만원X80회) 수의(명주,국내산), 관(오동나무,중국산), 장의버스,리무진 택1(왕복 200km)	300만원 상품	300만원(3만원X100회) 수의(명주,국내산), 관(오동나무,중국산), 장의버스,리무진 각각 (왕복200km)	360만원 상품	360만원(3만원X120회) 수의(명주,국내산), 관(오동나무,중국산), 장의버스,리무진 각각(왕복300km)	3,690,451	20,002,000	23,692,451	124,863,650	0	124,863,650	-101,171,199	300,000,000	-104	100	527	100	44,640,000	50	신한은행	예치계약	22,320,000		
[폐업](주)더라이프앤[구.그린우리상조개발㈜]	문 *  * 	서울-2013-제134호	20131218	1211110172006	130-86-34315	서울특별시 성동구 왕십리로 38	서울시 강남구 테헤란로7길 8,501호(역삼동, 비와이씨빌딩)	1544-5528	shh****@thelifen.co.kr	폐업	20080601	20170203	고급형396만	3,960천원 (33,000원×120회), 장례서비스/ 웨딩서비스/ 어학연수서비스/ 크루즈여행서비스 	콤비투어Ⅱ	3,960천원 (110,000×9회)+(33,000원×90회), 크루즈여행서비스 + 장례서비스 	라이프앤 묘원	3,960천원 (33,000원×120회), 묘원안치서비스 (봉안담/ 수목장)	2,334,707,672	17,240,033,277	19,574,740,949	3,489,800,270	63,010,018,653	66,499,818,923	-46,925,077,974	500,000,000	27	100	340	100	61,804,272,950	50	상조보증공제조합	공제계약	30,902,136,475		
